id,name,description,address,city,state,state1,zip_code,telephone1,email1,website1,website_screenshot_url,uuid_id,name_slug,approved,services,certification,business_products_services
2690,ev-energy,"Energize your online presence with ev-energy, the premier platform connecting your domain to your Wix website. Seamlessly integrate your web and domain identities, streamlining your online operations and elevating your brand's visibility.","10417 Fair Oaks Blvd., Fair Oaks, CA 95628",Fair Oaks,California,CA,95628,116342135,,http://www.ev-energy.com,,bfd4fdf4-d7dc-4ac2-89ce-3b83f9e1b734,ev-energy,,,,
2691,Eco Capitol Energy,"Eco Capitol Energy is a pioneering turn-key solar photovoltaic (PV) projects, strategy, development and finance firm. Leveraging cutting-edge technology and industry expertise, we empower businesses and communities to harness the power of sustainable energy. With a focus on innovative solutions and exceptional customer service, we transform the way our clients operate, driving growth, efficiency, and a reduced carbon footprint.","813 Hanover Street, Fredericksburg, Virginia, 22401",Fredericksburg,Virginia,VA,22401,,,http://www.ecocapitol.com/,,a1ea4996-feb9-4d0e-a58c-fa97958a83a0,eco-capitol-energy,,,,
2692,Advanced Green Home Solutions,"At Advanced Green Home Solutions, we empower homeowners to take control of their energy consumption and indoor air quality. Our comprehensive home performance services include Energy Star audits, insulation upgrades, and weatherization retrofits, ensuring a healthier and more sustainable living space. With our team of experts, you can trust that your home will be transformed into a haven of comfort and efficiency.","1125 West Street Suite 421 Annapolis, MD 21401 1321 Mercedes Drive Suite F Hanover, Maryland 21076",Annapolis,Maryland,MD,21076,1443575652,kathleen@advancedgreenhomesolutions.com,http://advancedgreenhomesolutions.com,,f7c116ac-2a6b-4c46-b7e5-49730b0b976a,advanced-green-home-solutions,,,,
2693,FC Solar Inc,"FC Solar Inc: Revolutionizing the Future of Energy - Eliminate your electric bill, protect against rising energy costs, increase property value and protect the environment! By harnessing the power of solar energy, FC Solar Inc offers personalized consulting services to empower individuals and businesses to make a positive impact on the planet, while reducing their energy expenses and enhancing their properties. Join the solar revolution today!","Boston, MA",Boston,Massachusetts,MA,,1332041587,,http://www.fcsolarinc.com,,88994b09-10b5-4c5f-9e62-681fc59c25cb,fc-solar-inc,,,,
2694,Arise Solar Solutions,"Arise Solar Solutions revolutionizes the way businesses harness the power of the sun, empowering them to rise above the competition with cutting-edge solar energy solutions tailored to their unique needs. With a commitment to innovation and sustainability, we unite the latest technology with expert guidance, helping our clients shine brighter and thrive in a bright new future.","4 Donald Preston Dr., Newark, DE 19702",Newark,DE,DE,19702,1240274000,,http://www.arisesolarsolutions.com,,88288b40-b151-4934-be12-4238471472dd,arise-solar-solutions,,,,
2695,Halco,"At Halco, we're passionate about keeping your home comfortable and efficient. With expertise in heating, air conditioning, home insulation, and plumbing, we provide top-notch services to residential and commercial clients in The Finger Lakes. Whether it's repairing and servicing your HVAC system, adding insulation for energy savings, or tackling plumbing repairs and installations, we've got you covered. Trust Halco to keep your home running smoothly and your family happy.","865 County Road 6, Phelps, NY, 14532",Phelps,New York,NY,14532,1315466200,,http://www.halcoenergy.com,,d4111049-f2df-449e-a78c-44b8a5c55c9b,halco,,,,
2696,ABC Inc.,"Imagine a world where business processes are streamlined, efficient, and adaptable. At ABC Inc., we empower organizations to achieve just that. Our team of expert software developers and consultants work together to design and implement custom solutions that meet your unique needs, transforming the way you operate and grow.","10601 Clarence Dr, STE 250, Frisco, TX, 75033",Frisco,Texas,TX,75033,1832301118,,http://www.definedsolar.co,,41f000d5-c15e-4462-b3b4-5e5acf0997b3,abc-inc,,,,
2697,Desert Star Power,"Desert Star Power: Unlocking the Power of Solar Energy. As a leading provider of solar power installation, energy storage solutions, and solar energy services, we empower homes and businesses to harness the limitless potential of the sun. With our cutting-edge technology and expert team, we deliver tailored solutions to meet the unique needs of each customer, ensuring a sustainable and cost-effective energy future.","3878 Hilton Ave, Yucca Valley, CA, 92284",Yucca Valley,California,CA,92284,151234822,Robertjaywagner7@gmail.com,https://desertstarpower.com/,,82694c1e-d241-4606-a67f-e7f876767811,desert-star-power,,,,
2698,ALL SKY ENERGY,"All Sky Energy revolutionizes the way we harness energy with innovative solar PV and EV charging station installations. With expertise in grid-connected, off-grid, and battery backup systems, we empower homes and businesses to reduce their carbon footprint and thrive in a sustainable future.","S2810 County Road BD, Baraboo, WI, 53913",Baraboo,Wisconsin,WI,53913,16083560830,lisa@allskyenergy.com,https://www.allskyenergy.com/,,cc2ccaba-f081-49cc-8731-4a086f6268dd,all-sky-energy,,,,
2699,J.Beischel Electric,"J.Beischel Electric: Where innovative electrical contracting meets precision design build expertise. From large scale commercial projects to small scale design build undertakings, our team of experts delivers top-notch solutions tailored to your unique needs, ensuring seamless integration and maximum efficiency. Trust J.Beischel Electric to illuminate your path to success.","10175 International Blvd, Cincinnati, OH, 45246",Cincinnati,Ohio,OH,45246,1513860320,info@jbelectric.cc,http://jbelectric.cc/,,71d079bf-543f-44c6-8319-f37d933cba0c,j-beischel-electric,,,,
2700,Family Solar,"At Family Solar, we empower families to harness the power of the sun, connecting their domains to their Wix websites and illuminating a brighter future. With our innovative solutions, families can manage their solar energy needs seamlessly, reducing their carbon footprint and saving on energy costs.","13818 SW 152 Street, Suite 136, Miami, FL, 33177",Miami,Florida,FL,33177,1888808217,,http://www.familysolar.us,,3940940a-f29a-4613-ac24-2a5f696f5923,family-solar,,,,
2701,A1 Roofing & Construction,"At A1 Roofing & Construction, we're more than just a roofing and construction company - we're a team of experts dedicated to providing comprehensive solutions for your home or business. From solar energy installation to equipment rentals, we've got you covered. With a focus on quality, customer service, and innovation, we're the perfect partner for your next project.","29 1/2 Bliss Road, Newport, RI, 02840",Newport,Rhode Island,RI,2840,14013245757,Sean@A1roofingcompany.com,http://www.a1roofingcompany.com/,,65dc0058-4361-4de2-9fbc-ecbc4e0ce0c5,a1-roofing-construction,,,,
2702,"Denali Development Group, Inc.","Denali Development Group, Inc. is a pioneering company that specializes in custom design and installation of solar photovoltaic systems for residential properties. With a commitment to sustainability and innovative solutions, we empower homeowners to harness the power of the sun and reduce their carbon footprint.","6233 Cherry Avenue, Long Beach, CA, 90805",Long Beach,California,CA,90805,1800877785,nathan@denalisolar.com,http://www.denalisolar.com,,10a27dfb-f5c4-444b-a833-d906f11c0e58,denali-development-group-inc,,,,
2703,Coastwide Electric Inc.,"At Coastwide Electric Inc., we're dedicated to delivering 5-star customer service to our valued clients in the Bay Area. Our team of experts offers a wide range of services, from new construction to solar installation, energy storage systems, and more. With a focus on quality and reliability, we strive to be your trusted partner for all your electrical needs.","16936 Cory Drive, Morgan Hill, CA 95037",Morgan Hill,California,CA,95037,1408500622,mickey@coastwideinc.com,http://coastwideinc.com,,18b7fcc2-a68e-4120-b3a9-f08aebfa54b3,coastwide-electric-inc,,,,
2704,3R Roofing LLC,"At 3R Roofing LLC, we're dedicated to providing top-notch residential and commercial roofing solutions. From hail and wind damage repairs to T-loc shingle replacements and green roofing options, our team of experts is equipped to handle any roofing need. With our asphalt shingle recycling program, we're committed to reducing waste and promoting sustainability. Let us help you protect your home or business with a sturdy, long-lasting roof.","PO Box 18631, Boulder, CO 80308",Boulder,Colorado,CO,80308,13034445640,info@3rroofing.com,http://www.3rroofing.com,,5fc35246-40a3-493b-ba13-3b2127b24ecb,3r-roofing-llc,,,,
2705,Active Solar,"Active Solar empowers a sustainable future by harnessing the power of the sun. Our comprehensive solutions for Residential Solar, Commercial Solar, and New Construction ensure a seamless transition to renewable energy. From Battery Backups and Roofing to Generators and Car Chargers, our expertise covers every aspect of the solar experience. Our dedicated team provides top-notch Service & Maintenance, ensuring your solar system runs efficiently and effectively.","32861 Camino Capistrano, Suite F, San Juan Capistrano, CA, 92675",San Juan Capistrano,California,CA,92675,18002146438,win@activesolar.com,http://activesolar.com,,3d1645ff-b2ba-407c-9465-97585ab02074,active-solar,,,,
2706,180 Degrees Solar,"At 180 Degrees Solar, we revolutionize the way businesses harness the power of solar energy. Our cutting-edge solutions empower companies to reduce their carbon footprint, increase their bottom line, and make a positive impact on the environment.","1215 Wisteria Drive, Florence, South Carolina, 29501",Florence,South Carolina,SC,29501,184322743,,http://180DegreesSolar.com,,0bab9c39-c8e4-433f-a3ac-7c25e7b56d4f,180-degrees-solar,,,,
2707,Advanced Energy Services,"At Advanced Energy Services, we're dedicated to helping homeowners in the Portland Metropolitan area upgrade their homes with high-quality, energy-efficient replacement windows and doors. As a Milgard Certified Dealer, we offer a wide range of products from trusted brands like Milgard, Cascade, Therma-Tru, and Codel. From bay windows to sliding patio doors, our team of experts will work with you to find the perfect solution for your home project.","9150 SW Pioneer Ct Ste D Wilsonville, OR 97070",Wilsonville,Oregon,OR,97070,15035636866,info@advancedenergyoregon.com,http://advancedenergyoregon.com,,4f6ec693-ea0f-4de8-96de-d94076b1e841,advanced-energy-services,,,,
2708,Compass Electrical Solutions,"Compass Electrical Solutions is a trusted and innovative electrical contracting company, dedicated to delivering exceptional solutions for commercial, industrial, and residential clients. Our expertise spans a wide range of services, including residential generators, electric vehicle chargers, and electric panel upgrades. With a focus on quality, safety, and customer satisfaction, we empower our clients to power their businesses and homes with confidence and reliability.","10510 Lackland Road, St. Louis, MO, 63114",St. Louis,Missouri,MO,63114,13146757451,,http://www.compass-electrical.com,,8d7f634b-ae51-47bd-a3ea-f38b3fa644ba,compass-electrical-solutions,,,,
